course_code,course_name,department,teacher,credits,enrollment,class_capacity,teaching_class,campus,course_type,schedule_text,has_virtual_schedule,is_weekend_course,time_bucket
ICE2304,机器学习,集成电路学院（信息与电子工程学院）,陈立,3.0,44,44.0,(2025-2026-1)-ICE2304-03,闵行,必修,星期二第1-2节{1-15周(单)};星期四第7-8节{1-16周},False,False,morning
CHN2526,专业导师（1）,人文学院,雷欣翰,1.0,12,12.0,(2025-2026-1)-CHN2526-04,闵行,必修,星期二第1-2节{2-16周(双)},False,False,morning
CHN2526,专业导师（1）,人文学院,安琪,1.0,12,12.0,(2025-2026-1)-CHN2526-02,闵行,必修,星期二第1-2节{2-16周(双)},False,False,morning
CHN2526,专业导师（1）,人文学院,张玉梅,1.0,2,12.0,(2025-2026-1)-CHN2526-03,闵行,必修,星期二第1-2节{2-16周(双)},False,False,morning
CHN2526,专业导师（1）,人文学院,沈忱,1.0,11,12.0,(2025-2026-1)-CHN2526-01,闵行,必修,星期二第1-2节{2-16周(双)},False,False,morning
CHEM1222,大学化学（N）,化学化工学院,韩莉,2.0,0,40.0,(2025-2026-1)-CHEM1222-01,闵行,必修,星期二第1-2节{5-16周};星期四第3-4节{6-16周(双)},False,False,morning
FL1814P,初级综合法语（1）-B,巴黎卓越工程师学院,Fredy TABOURIN,3.0,0,25.0,(2025-2026-1)-FL1814P-01,闵行,限选,星期二第1-2节{5-16周};星期四第3-4节{5-16周},False,False,morning
CHN3406,中国古代文学（1）,人文学院,黄清发,2.0,10,10.0,(2025-2026-1)-CHN3406-01,徐汇,必修,星期二第1-2节{1-16周},False,False,morning
CHN3419,经贸口语（1）,人文学院,徐新颜,2.0,18,18.0,(2025-2026-1)-CHN3419-02,徐汇,必修,星期二第1-2节{1-16周},False,False,morning
CHN2207,现代汉语A(1),人文学院,曹萌,4.0,6,6.0,(2025-2026-1)-CHN2207-01,徐汇,必修,星期二第1-2节{1-16周};星期五第3-4节{1-16周},False,False,morning
ECON3503,固定收益证券分析,安泰经济与管理学院,杨彪,2.0,40,35.0,(2025-2026-1)-ECON3503-01,徐汇,限选,星期二第1-2节{1-16周},False,False,morning
ECON3503,固定收益证券分析,安泰经济与管理学院,刁训娣,2.0,40,35.0,(2025-2026-1)-ECON3503-02,徐汇,限选,星期二第1-2节{1-16周},False,False,morning
FL3428,日本文学名著选读（2）,外国语学院,张烨萌,2.0,5,16.0,(2025-2026-1)-FL3428-01,闵行,限选,星期二第1-2节{1-16周},False,False,morning
PE3409E,热能动力工程,智慧能源创新学院,张宸,2.0,33,35.0,(2025-2026-1)-PE3409E-02,闵行,必修,星期二第1-2节{1-16周},False,False,morning
KE2602,运动技能学习与控制,体育系,柳文希,2.0,23,24.0,(2025-2026-1)-KE2602-01,闵行,必修,星期二第1-2节{1-16周},False,False,morning
KE1513,体育概论,体育系,孙麒麟,2.0,39,39.0,(2025-2026-1)-KE1513-01,闵行,必修,星期二第1-2节{1-16周},False,False,morning
SET3301G,电化学基础与应用,溥渊未来技术学院,杲祥文,4.0,31,39.0,(2025-2026-1)-SET3301G-01,闵行,限选,星期二第1-2节{1-16周};星期四第3-4节{1-16周},False,False,morning
BUSS2611,AI与商业数据分析,安泰经济与管理学院,Huan Xu,2.0,49,50.0,(2025-2026-1)-BUSS2611-01,闵行,限选,星期二第1-2节{1-16周},False,False,morning
FL1202,综合英语 I ,外国语学院,魏先军,2.0,0,30.0,(2025-2026-1)-FL1202-05,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL1202,综合英语 I ,外国语学院,周岸勤,2.0,0,30.0,(2025-2026-1)-FL1202-02,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL1202,综合英语 I ,外国语学院,王栋,2.0,0,30.0,(2025-2026-1)-FL1202-03,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL1202,综合英语 I ,外国语学院,隋莉,2.0,0,30.0,(2025-2026-1)-FL1202-04,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL4208,英语口语,外国语学院,胡文杰,2.0,0,10.0,(2025-2026-1)-FL4208-01,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL4205,跨文化交际,外国语学院,方青,2.0,0,10.0,(2025-2026-1)-FL4205-01,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL3202,综合英语 III,外国语学院,覃黎洋,2.0,0,28.0,(2025-2026-1)-FL3202-04,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL3202,综合英语 III,外国语学院,何琼,2.0,0,28.0,(2025-2026-1)-FL3202-06,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL3202,综合英语 III,外国语学院,王春艳,2.0,0,28.0,(2025-2026-1)-FL3202-08,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL3202,综合英语 III,外国语学院,杜娟,2.0,0,28.0,(2025-2026-1)-FL3202-01,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL3202,综合英语 III,外国语学院,顾凯,2.0,0,28.0,(2025-2026-1)-FL3202-03,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL3202,综合英语 III,外国语学院,吴颉,2.0,0,28.0,(2025-2026-1)-FL3202-05,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL3202,综合英语 III,外国语学院,张菁,2.0,0,28.0,(2025-2026-1)-FL3202-07,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL3202,综合英语 III,外国语学院,章黉,2.0,0,28.0,(2025-2026-1)-FL3202-10,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL3202,综合英语 III,外国语学院,杨一凡,2.0,0,28.0,(2025-2026-1)-FL3202-12,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL3202,综合英语 III,外国语学院,潘之欣,2.0,0,28.0,(2025-2026-1)-FL3202-02,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL3202,综合英语 III,外国语学院,李鑫,2.0,0,28.0,(2025-2026-1)-FL3202-11,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL3202,综合英语 III,外国语学院,赵勇,2.0,0,28.0,(2025-2026-1)-FL3202-09,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL4207,英汉口译,外国语学院,夏玉蓉,2.0,0,10.0,(2025-2026-1)-FL4207-01,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL4206,文学阅读与写作实验课堂,外国语学院,苏坤,2.0,0,10.0,(2025-2026-1)-FL4206-01,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL4204,汉英笔译,外国语学院,卢小军,2.0,0,10.0,(2025-2026-1)-FL4204-01,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL2202,综合英语 II,外国语学院,赵学延,2.0,0,29.0,(2025-2026-1)-FL2202-06,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL2202,综合英语 II,外国语学院,陆元雯,2.0,0,29.0,(2025-2026-1)-FL2202-07,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL2202,综合英语 II,外国语学院,张利东,2.0,0,29.0,(2025-2026-1)-FL2202-09,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL2202,综合英语 II,外国语学院,王华,2.0,0,29.0,(2025-2026-1)-FL2202-12,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL2202,综合英语 II,外国语学院,荣毅成,2.0,0,29.0,(2025-2026-1)-FL2202-05,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL2202,综合英语 II,外国语学院,沈亚丽,2.0,0,29.0,(2025-2026-1)-FL2202-02,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL2202,综合英语 II,外国语学院,杨翕然,2.0,0,29.0,(2025-2026-1)-FL2202-08,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL2202,综合英语 II,外国语学院,张雪珍,2.0,0,29.0,(2025-2026-1)-FL2202-01,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL2202,综合英语 II,外国语学院,叶菊仙,2.0,0,29.0,(2025-2026-1)-FL2202-03,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL2202,综合英语 II,外国语学院,王霏,2.0,0,29.0,(2025-2026-1)-FL2202-04,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL2202,综合英语 II,外国语学院,张娣,2.0,0,29.0,(2025-2026-1)-FL2202-10,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL2202,综合英语 II,外国语学院,江妍,2.0,0,29.0,(2025-2026-1)-FL2202-11,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL4203,高阶通用学术英语,外国语学院,林铃,2.0,0,10.0,(2025-2026-1)-FL4203-01,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL4202,高级英语演讲,外国语学院,张荔,2.0,0,10.0,(2025-2026-1)-FL4202-01,闵行,必修,星期二第1-2节{1-16周},False,False,morning
PHY1252,大学物理(A类）（2）,物理与天文学院,王波,4.0,110,110.0,(2025-2026-1)-PHY1252-02,闵行,"必修,限选",星期二第1-2节{1-16周};星期四第3-4节{1-16周},False,False,morning
PHY1252,大学物理(A类）（2）,物理与天文学院,郑远林,4.0,110,110.0,(2025-2026-1)-PHY1252-03,闵行,"必修,限选",星期二第1-2节{1-16周};星期四第3-4节{1-16周},False,False,morning
PHY1252,大学物理(A类）（2）,物理与天文学院,邬维浩,4.0,110,110.0,(2025-2026-1)-PHY1252-06,闵行,"必修,限选",星期二第1-2节{1-16周};星期四第3-4节{1-16周},False,False,morning
PHY1252,大学物理(A类）（2）,物理与天文学院,丁国辉,4.0,110,110.0,(2025-2026-1)-PHY1252-04,闵行,"必修,限选",星期二第1-2节{1-16周};星期四第3-4节{1-16周},False,False,morning
PHY1252,大学物理(A类）（2）,物理与天文学院,刘世勇,4.0,110,110.0,(2025-2026-1)-PHY1252-05,闵行,"必修,限选",星期二第1-2节{1-16周};星期四第3-4节{1-16周},False,False,morning
PHY1252,大学物理(A类）（2）,物理与天文学院,顾卫华,4.0,110,110.0,(2025-2026-1)-PHY1252-07,闵行,"必修,限选",星期二第1-2节{1-16周};星期四第3-4节{1-16周},False,False,morning
PHY1252,大学物理(A类）（2）,物理与天文学院,冯仕猛,4.0,110,110.0,(2025-2026-1)-PHY1252-08,闵行,"必修,限选",星期二第1-2节{1-16周};星期四第3-4节{1-16周},False,False,morning
PHY1252,大学物理(A类）（2）,物理与天文学院,吴益鹏,4.0,102,110.0,(2025-2026-1)-PHY1252-10,闵行,"必修,限选",星期二第1-2节{1-16周};星期四第3-4节{1-16周},False,False,morning
PHY1252,大学物理(A类）（2）,物理与天文学院,吕智国,4.0,110,110.0,(2025-2026-1)-PHY1252-09,闵行,"必修,限选",星期二第1-2节{1-16周};星期四第3-4节{1-16周},False,False,morning
MSE3306,材料物理,材料科学与工程学院,顾佳俊,4.0,33,34.0,(2025-2026-1)-MSE3306-02,闵行,必修,星期二第1-2节{1-16周};星期四第3-4节{1-16周},False,False,morning
AE3407,航空经济学,航空航天学院,宋文滨,2.0,42,45.0,(2025-2026-1)-AE3407-01,闵行,必修,星期二第1-2节{1-16周},False,False,morning
AU3304,数字图像处理基础,自动化与感知学院,周越,2.0,35,35.0,(2025-2026-1)-AU3304-02,闵行,必修,星期二第1-2节{1-16周},False,False,morning
NIS4349,物联网安全,计算机学院,李林森,2.0,7,55.0,(2025-2026-1)-NIS4349-01,闵行,限选,星期二第1-2节{1-16周},False,False,morning
CS3601,操作系统,电子信息与电气工程学院,华志超,3.0,85,85.0,(2025-2026-1)-CS3601-01,闵行,"必修,限选",星期二第1-2节{1-16周};星期五第9-10节{1-8周},False,False,morning
CS3601,操作系统,电子信息与电气工程学院,董明凯,3.0,85,85.0,(2025-2026-1)-CS3601-02,闵行,"必修,限选",星期二第1-2节{1-16周};星期五第9-10节{1-8周},False,False,morning
CIM4486,大众传媒管理,媒体与传播学院,朱金玉,2.0,16,17.0,(2025-2026-1)-CIM4486-01,闵行,必修,星期二第1-2节{1-16周},False,False,morning
BIO1254,普通生物学,生命科学技术学院,霍云龙,2.0,51,44.0,(2025-2026-1)-BIO1254-12,闵行,必修,星期二第1-2节{1-16周},False,False,morning
BIO1254,普通生物学,生命科学技术学院,张宇航,2.0,53,40.0,(2025-2026-1)-BIO1254-13,闵行,必修,星期二第1-2节{1-16周},False,False,morning
BIO1254,普通生物学,生命科学技术学院,唐满成,2.0,53,73.0,(2025-2026-1)-BIO1254-14,闵行,必修,星期二第1-2节{1-16周},False,False,morning
BIO2201,生物学导论,生命科学技术学院,蒋群,3.0,97,120.0,(2025-2026-1)-BIO2201-01,闵行,必修,星期二第1-2节{1-16周};星期四第3-4节{1-15周(单)},False,False,morning
ECON1501,金融科技概论,安泰经济与管理学院,张澄宇,2.0,47,50.0,(2025-2026-1)-ECON1501-01,闵行,"必修,限选",星期二第1-2节{1-16周},False,False,morning
CHEM1213,无机化学1,化学化工学院,张卫,3.0,65,83.0,(2025-2026-1)-CHEM1213-04,闵行,必修,星期二第1-2节{1-16周};星期四第3-4节{2-16周(双)},False,False,morning
CHEM1213,无机化学1,化学化工学院,魏霄,3.0,61,66.0,(2025-2026-1)-CHEM1213-05,闵行,必修,星期二第1-2节{1-16周};星期四第3-4节{2-16周(双)},False,False,morning
CHEM1213,无机化学1,化学化工学院,李磊,3.0,58,56.0,(2025-2026-1)-CHEM1213-06,闵行,必修,星期二第1-2节{1-16周};星期四第3-4节{2-16周(双)},False,False,morning
CHEM2201,有机化学（1）,化学化工学院,谢小敏,4.0,49,49.0,(2025-2026-1)-CHEM2201-01,闵行,必修,星期二第1-2节{1-16周};星期四第3-4节{1-16周},False,False,morning
CHEM4405,无机合成,化学化工学院,宰建陶,2.0,45,45.0,(2025-2026-1)-CHEM4405-03,闵行,必修,星期二第1-2节{1-16周},False,False,morning
CHN1411,普通话正音,人文学院,胡建军,2.0,0,30.0,(2025-2026-1)-CHN1411-01,闵行,限选,星期二第1-2节{1-16周},False,False,morning
CHN2402,汉语视听（1）,人文学院,生华,4.0,0,30.0,(2025-2026-1)-CHN2402-02,闵行,必修,星期二第1-2节{1-16周};星期四第3-4节{1-16周},False,False,morning
CS1501,程序设计思想与方法（C++）,电子信息与电气工程学院,沈耀,4.0,82,83.0,(2025-2026-1)-CS1501-03,闵行,必修,星期二第1-2节{1-16周};星期四第3-4节{1-15周(单)};星期四第9-10节{1-16周},False,False,morning
CS1501,程序设计思想与方法（C++）,计算机学院,钱诗友,4.0,69,72.0,(2025-2026-1)-CS1501-01,闵行,必修,星期二第1-2节{1-16周};星期三第3-4节{1-16周};星期四第3-4节{1-15周(单)},False,False,morning
CS1501,程序设计思想与方法（C++）,计算机学院,朱弘恣,4.0,74,74.0,(2025-2026-1)-CS1501-02,闵行,必修,星期二第1-2节{1-16周};星期四第3-4节{1-15周(单)};星期四第9-10节{1-16周},False,False,morning
CS1950,计算机科学的伟大思想,致远学院,梁阿磊,2.0,28,28.0,(2025-2026-1)-CS1950-01,闵行,必修,星期二第1-2节{1-16周},False,False,morning
BIO2257,生物化学,生命科学技术学院,王灿华,3.0,18,43.0,(2025-2026-1)-BIO2257-03,闵行,必修,星期二第1-2节{1-16周};星期五第3-4节{1-15周(单)},False,False,morning
AE2709,综合俄语2,航空航天学院,杨明明,3.0,14,14.0,(2025-2026-1)-AE2709-01,闵行,限选,星期二第1-2节{1-16周};星期五第3-4节{2-16周(双)},False,False,morning
ENVR4224,环境规划与管理,环境科学与工程学院,耿涌,2.0,43,43.0,(2025-2026-1)-ENVR4224-01,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FL2301,英语视听说（3）,外国语学院,戴融融,4.0,7,20.0,(2025-2026-1)-FL2301-01,闵行,必修,星期二第1-2节{1-16周};星期五第3-4节{1-16周},False,False,morning
FL2302,英语读写（3）,外国语学院,王品,4.0,15,20.0,(2025-2026-1)-FL2302-01,闵行,必修,星期二第1-2节{1-16周};星期五第3-4节{1-16周},False,False,morning
FL3201,大学英语（3）,外国语学院,李秉怡,3.0,39,40.0,(2025-2026-1)-FL3201-01,闵行,必修,星期二第1-2节{1-16周};星期五第3-4节{1-15周(单)},False,False,morning
FL3311,英语读写（5）,外国语学院,林玉珍,2.0,17,25.0,(2025-2026-1)-FL3311-01,闵行,"必修,限选",星期二第1-2节{1-16周},False,False,morning
FL3321,西方思想经典选读,外国语学院,李琤,4.0,22,25.0,(2025-2026-1)-FL3321-02,闵行,必修,星期二第1-2节{1-16周};星期四第3-4节{1-16周},False,False,morning
FL4201,大学英语（4）,外国语学院,冯金金,3.0,40,40.0,(2025-2026-1)-FL4201-01,闵行,必修,星期二第1-2节{1-16周};星期五第3-4节{1-15周(单)},False,False,morning
FL4403,日语泛读（5）,外国语学院,王琳,2.0,11,14.0,(2025-2026-1)-FL4403-01,闵行,限选,星期二第1-2节{1-16周},False,False,morning
FL8118,语音学与音系学基础（研）,研究生院,丁红卫,2.0,0,5.0,FL8118 -140-M01,闵行,nan,星期二第1-2节{1-16周},False,False,morning
FL8517,翻译技术与管理(研）,研究生院,管新潮,2.0,0,5.0,FL8517-140-M01,闵行,nan,星期二第1-2节{1-16周},False,False,morning
HORT3424,现代生物前沿科学进展,农业与生物学院,刘路,2.0,8,18.0,(2025-2026-1)-HORT3424-01,闵行,限选,星期二第1-2节{1-16周},False,False,morning
ICE4306,多媒体通信系统与实现,集成电路学院（信息与电子工程学院）,宋利,2.0,33,33.0,(2025-2026-1)-ICE4306-01,闵行,限选,星期二第1-2节{1-16周},False,False,morning
JC1218,新闻学导论（A类）,媒体与传播学院,郗艺鹏,2.0,30,30.0,(2025-2026-1)-JC1218-01,闵行,必修,星期二第1-2节{1-16周},False,False,morning
JC1223,新媒体导论,媒体与传播学院,牟怡,2.0,31,31.0,(2025-2026-1)-JC1223-01,闵行,必修,星期二第1-2节{1-16周},False,False,morning
LA3302,植物生理学,设计学院,刘群录,2.0,18,16.0,(2025-2026-1)-LA3302-01,闵行,必修,星期二第1-2节{1-16周},False,False,morning
LAW1305,刑法总论,凯原法学院,于改之,4.0,79,80.0,(2025-2026-1)-LAW1305-02,闵行,必修,星期二第1-2节{1-16周};星期四第3-4节{1-16周},False,False,morning
MATH1205,线性代数,数学科学学院,费佳睿,3.0,158,177.0,(2025-2026-1)-MATH1205-09,闵行,必修,星期二第1-2节{1-16周};星期四第3-4节{1-15周(单)},False,False,morning
MATH1205,线性代数,数学科学学院,蒋启芬,3.0,125,143.0,(2025-2026-1)-MATH1205-12,闵行,必修,星期二第1-2节{1-16周};星期四第3-4节{1-15周(单)},False,False,morning
MATH1205,线性代数,数学科学学院,崔振,3.0,116,137.0,(2025-2026-1)-MATH1205-14,闵行,必修,星期二第1-2节{1-16周};星期四第3-4节{1-15周(单)},False,False,morning
MATH1205,线性代数,数学科学学院,马士召,3.0,175,198.0,(2025-2026-1)-MATH1205-10,闵行,必修,星期二第1-2节{1-16周};星期四第3-4节{1-15周(单)},False,False,morning
MATH1205,线性代数,数学科学学院,陈国度,3.0,175,205.0,(2025-2026-1)-MATH1205-11,闵行,必修,星期二第1-2节{1-16周};星期四第3-4节{1-15周(单)},False,False,morning
MATH1205,线性代数,数学科学学院,麻志浩,3.0,121,137.0,(2025-2026-1)-MATH1205-13,闵行,必修,星期二第1-2节{1-16周};星期四第3-4节{1-15周(单)},False,False,morning
